instance_id,constructor,benchmark,domain,g_ibp,unstable_fraction,margin_hat_min,a_tau,d_eff,y_timeout,delta,delta_sd,delta_lo,delta_hi
meap1,MEAP,sweep_all,synthetic,40.99999250842064,0.5714285714285714,0.0010000001639127731,0.6931471805599453,70.7494756344799,0,-0.17844134206952653,0.1318735368165294,-0.3860109838229966,0.19196302074042182
meap2,MEAP,sweep_all,synthetic,645.0449640723831,0.9523809523809523,0.0010000000474974513,3.6888794541139363,63.725779352993605,1,0.0937169432256878,0.1261386212330877,-0.3396202100495803,0.18282862787930318
meap3,MEAP,sweep_all,synthetic,1322.3931873338656,0.9763779527559056,0.0010000000474974513,4.330733340286331,64.18625208811567,1,0.15558664055449367,0.16467249070194787,-0.046747421415613354,0.6017642152132492
meap4,MEAP,sweep_all,synthetic,5365.0897056746335,0.9941291585127201,0.0010000000474974513,5.645446897643238,64.26292620454478,1,0.8506867958485544,0.1626438306554242,0.3488299234543613,0.9494335438529735
meap5,MEAP,sweep_all,synthetic,724.0898983263686,0.9523809523809523,0.0010000000474974513,3.8066624897703196,63.972233029333005,1,0.06766010489998553,0.12404445083232582,-0.33436135318508164,0.19030797118157375
meap6,MEAP,sweep_all,synthetic,645.0449640723831,0.9523809523809523,0.0010000000474974513,3.58351893845611,63.80700695860285,1,0.009909293447702638,0.08237682924639007,-0.12165590789742949,0.2243258695013199
meap7,MEAP,sweep_all,synthetic,630.999905072594,1.0,0.0010000000474974513,3.5263605246161616,63.532074052345926,1,0.023055944848970333,0.15422472972569726,-0.38207559663563123,0.323149952940239
meap8,MEAP,sweep_all,synthetic,630.999905072594,1.0,0.0010000000474974513,3.4657359027997265,63.27714266667052,1,0.04917203128331349,0.1459891517019277,-0.34532673036390765,0.33702820361659747
meap9,MEAP,sweep_all,synthetic,645.0449640723831,0.9523809523809523,0.0010000000474974513,3.5553480614894135,63.7356139149746,1,0.07316885531469397,0.07650880254122959,-0.13934970627921406,0.22145200543636617
meap10,MEAP,sweep_all,synthetic,645.0449604239334,0.9523809523809523,9.999999747378752e-05,3.58351893845611,63.467704338576624,1,0.044927827614919535,0.08711566250106242,-0.10653258615974659,0.22965671696202325
meap11,MEAP,sweep_all,synthetic,645.0449023698914,0.9523809523809523,9.999999747378752e-06,3.6635616461296463,63.52820945876017,0,0.044927827614919535,0.03681219692792199,0.005546359820855662,0.13784927768961278
meap12,MEAP,sweep_all,synthetic,645.0449829095112,0.9523809523809523,1.0,3.58351893845611,63.43706717714754,1,0.03228784883809055,0.11346241549560904,-0.1505336326722924,0.33808756551916197
meap13,MEAP,sweep_all,synthetic,40.99999250842064,0.5714285714285714,0.0010000001639127731,0.6931471805599453,70.75047898794142,0,-0.11188016801756709,0.14937143932341765,-0.3848225590101264,0.2472056386653122
meap14,MEAP,sweep_all,synthetic,645.0449999999936,0.9523809523809523,100.0,3.5553480614894135,63.46136499900791,1,0.12290773447984149,0.09607286864815144,-0.11074549854005285,0.31007357080891174
milp1,MILP,sweep_all,synthetic,13.56779918317475,0.8333333333333334,0.04671812057495117,3.2188758248682006,32.35174663335047,0,-0.2611253835034985,0.10094954364717537,-0.39165617665132857,-0.008503571423906437
milp2,MILP,sweep_all,synthetic,143.4963851606485,0.9666666666666667,0.009411066770553589,4.23410650459726,32.992183582693706,0,-0.14339137076779757,0.13922956835402694,-0.34261343257683763,0.22446133715306937
milp3,MILP,sweep_all,synthetic,853.1880497300713,0.9666666666666667,0.001780688762664795,4.465908118654584,32.72965686580451,0,-0.09806389865517165,0.15617773904841903,-0.2087173996463267,0.40411661233976376
milp4,MILP,sweep_all,synthetic,1478.6321270908015,0.9666666666666667,0.0010389089584350586,4.553876891600541,32.99541444196227,0,-0.04147100835402878,0.1613228780580658,-0.19859723970017867,0.5207352810639613
milp5,MILP,sweep_all,synthetic,1412.2381903730816,0.9666666666666667,0.0010890364646911621,4.605170185988092,32.895947438980755,0,0.014130915045931502,0.20277710097615764,-0.17622133060146586,0.6113129152995966
milp6,MILP,sweep_all,synthetic,1349.7992037948704,0.9666666666666667,0.0011395812034606934,4.3694478524670215,32.84029731011398,0,-0.03298770328330308,0.16275506826147484,-0.22241871762863016,0.4469422211690151
milp7,MILP,sweep_all,synthetic,1081.6242868694835,0.9666666666666667,0.0014224052429199219,4.5217885770490405,33.168340565534,0,-0.04147100835402878,0.17898489360906905,-0.20893660400813416,0.6745588280989022
milp8,MILP,sweep_all,synthetic,12.104775321244121,0.8666666666666667,0.0774068683385849,3.091042453358316,33.24253923180555,0,-0.26076572552839533,0.1035561012571302,-0.4029880182740083,-0.008699141984639261
milp9,MILP,sweep_all,synthetic,76.34656858781675,1.0,0.022936195135116577,4.48863636973214,33.8248596665537,0,0.03809728529110944,0.20596423828802526,-0.2127866352222443,0.5690481984960878
milp10,MILP,sweep_all,synthetic,184.98700681478667,1.0,0.010376662015914917,4.653960350157523,33.81587768818747,1,0.34367745370365393,0.24135939538071452,-0.02458748636238471,0.7343882903149656
milp11,MILP,sweep_all,synthetic,233.19333489703416,1.0,0.008300289511680603,4.663439094112067,33.84638366623409,1,0.49335313255394964,0.22451651199393394,-0.01259037987156226,0.7534562323637292
milp12,MILP,sweep_all,synthetic,224.88328739212255,1.0,0.008616462349891663,4.59511985013459,33.758575229113,1,0.11128758962705229,0.24107473312838654,-0.03558004142195075,0.701080074788677
milp13,MILP,sweep_all,synthetic,240.84170929006936,1.0,0.00804390013217926,4.634728988229636,33.94914613498031,1,0.11128758962705229,0.2509540090223232,-0.020748545495709755,0.7310925699319442
milp14,MILP,sweep_all,synthetic,283.77446306199937,1.0,0.006822690367698669,4.634728988229636,33.909732765441596,0,0.5862558766218473,0.1607728809135633,0.010570331888200243,0.7454530147435929
milp15,MILP,sweep_all,synthetic,9.710306456795342,0.3333333333333333,0.013059407472610474,4.330733340286331,31.84623704644745,0,-0.2601415615631538,0.09799588551018008,-0.4000633084832678,-0.015793317039634658
milp16,MILP,sweep_all,synthetic,64.91766736918305,0.6666666666666666,0.004390209913253784,4.51085950651685,31.96851558236291,0,-0.25635092782925023,0.09847309272953696,-0.38789183740809363,-0.032863233565269406
milp17,MILP,sweep_all,synthetic,107.93435369399286,0.7333333333333333,0.003018990159034729,4.382026634673881,32.04930752226021,0,-0.052257736666582615,0.09924088872611045,-0.39215879435798545,-0.015556205928321494
milp18,MILP,sweep_all,synthetic,114.54960355555461,0.7333333333333333,0.0028813332319259644,4.394449154672439,32.10356622198843,0,-0.19857608172800204,0.10976151673494242,-0.425092453871644,-0.022590820271155294
milp19,MILP,sweep_all,synthetic,114.8338993884808,0.7333333333333333,0.002877950668334961,4.5217885770490405,32.08440208664193,0,-0.25635092782925023,0.10279427697353649,-0.4154289445822333,-0.00656705403224717
milp20,MILP,sweep_all,synthetic,115.24888284456915,0.7333333333333333,0.00286787748336792,4.418840607796598,32.10232022915972,0,-0.25635092782925023,0.09296708137358628,-0.3578108995336834,-0.014402598525113958
milp21,MILP,sweep_all,synthetic,115.32180509650038,0.7333333333333333,0.002866089344024658,4.454347296253507,32.08402098658336,0,-0.2611974296404294,0.09707109710136448,-0.38345204554274404,-0.015175235028751122
milp22,MILP,sweep_all,synthetic,19.688257928366863,1.0,0.012558043003082275,2.8903717578961645,36.586364343444274,0,0.04412242974932678,0.14377954853333338,-0.19760381294178087,0.43580347905403327
milp23,MILP,sweep_all,synthetic,85.95621640233294,1.0,0.011093273758888245,3.258096538021482,32.37961375045327,0,0.06528722221443231,0.1824115224976669,-0.12128761595224309,0.5550407080387653
milp24,MILP,sweep_all,synthetic,933.1890422458293,1.0,0.0034487247467041016,5.472270673671475,32.890956031301506,1,0.3421361879652456,0.23785165146582388,-0.09381586991682633,0.6937512987285258
milp25,MILP,sweep_all,synthetic,7413.763381089176,0.91,0.00027951598167419434,5.631211781821365,34.50219322256036,1,0.04506444021360689,0.18413244177620142,-0.2660393439799392,0.6022778994057367
milp26,MILP,sweep_all,synthetic,3529.9434768753845,0.96,0.0015424266457557678,6.391917113392602,31.894669170678267,1,0.07327663004437113,0.17946586407943493,-0.269221400870644,0.41857533582024187
milp27,MILP,sweep_all,synthetic,100.4026289119283,0.9,0.029943853616714478,4.1588830833596715,32.38337729603681,0,-0.1081338734027065,0.09500594912713872,-0.29979592195406074,0.08472338727053746
milp28,MILP,sweep_all,synthetic,17.270038437344034,1.0,0.1024307906627655,5.170483995038151,35.46123706447593,0,-0.011147110555920062,0.22435903014411407,-0.11540273575934748,0.6519616036935793
milp29,MILP,sweep_all,synthetic,115.53966556599323,0.85,0.005357801914215088,3.4339872044851463,34.13800680958666,0,-0.591883979615272,0.2559857365540964,-0.7506392613151488,0.13242203192427376
milp30,MILP,sweep_all,synthetic,689.0651522735752,0.87,0.0032888799905776978,4.51085950651685,30.153651989109218,1,0.010740633140434608,0.26343118037840885,-0.6730183345489988,0.3985624875241838
