Running analysis with 1 processes, domains = ['con_z'], scorer = better

Safe_volume: 0.0000% |                              | Time: 00:00 s, Done: 0, Remaining: 0
Safe_volume: 0.0000% |                              | Time: 00:00 s, Done: 1, Remaining: 2
Safe_volume: 0.0000% |                              | Time: 00:00 s, Done: 2, Remaining: 3
Safe_volume: 0.0000% |                              | Time: 00:00 s, Done: 2, Remaining: 3
Safe_volume: 0.0000% |                              | Time: 00:00 s, Done: 3, Remaining: 4
Safe_volume: 0.0000% |                              | Time: 00:00 s, Done: 4, Remaining: 5
Safe_volume: 0.0000% |                              | Time: 00:00 s, Done: 5, Remaining: 6
Safe_volume: 12.5000% |███▊                          | Time: 00:00 s, Done: 6, Remaining: 5
Safe_volume: 12.5000% |███▊                          | Time: 00:00 s, Done: 6, Remaining: 5
Safe_volume: 12.5000% |███▊                          | Time: 00:00 s, Done: 7, Remaining: 6
Safe_volume: 12.5000% |███▊                          | Time: 00:00 s, Done: 8, Remaining: 7
Safe_volume: 12.5000% |███▊                          | Time: 00:00 s, Done: 9, Remaining: 8
Safe_volume: 15.6250% |████▋                         | Time: 00:00 s, Done: 10, Remaining: 7
Safe_volume: 15.6250% |████▋                         | Time: 00:00 s, Done: 11, Remaining: 8
Safe_volume: 15.6250% |████▋                         | Time: 00:00 s, Done: 12, Remaining: 9
Safe_volume: 15.6250% |████▋                         | Time: 00:00 s, Done: 13, Remaining: 10
Safe_volume: 16.4062% |████▉                         | Time: 00:00 s, Done: 14, Remaining: 9 
Safe_volume: 16.4062% |████▉                         | Time: 00:00 s, Done: 15, Remaining: 10
Safe_volume: 16.4062% |████▉                         | Time: 00:00 s, Done: 16, Remaining: 11
Safe_volume: 16.4062% |████▉                         | Time: 00:00 s, Done: 17, Remaining: 12
Safe_volume: 16.6016% |████▉                         | Time: 00:00 s, Done: 18, Remaining: 11
Safe_volume: 16.6016% |████▉                         | Time: 00:00 s, Done: 19, Remaining: 12
Safe_volume: 16.6016% |████▉                         | Time: 00:00 s, Done: 20, Remaining: 13
Safe_volume: 16.6992% |█████                         | Time: 00:00 s, Done: 21, Remaining: 12
Safe_volume: 16.7480% |█████                         | Time: 00:00 s, Done: 22, Remaining: 11
Safe_volume: 16.7480% |█████                         | Time: 00:00 s, Done: 23, Remaining: 12
Safe_volume: 16.7480% |█████                         | Time: 00:00 s, Done: 24, Remaining: 13
Safe_volume: 16.7725% |█████                         | Time: 00:00 s, Done: 25, Remaining: 12
Safe_volume: 16.9678% |█████                         | Time: 00:00 s, Done: 26, Remaining: 11
Safe_volume: 16.9678% |█████                         | Time: 00:00 s, Done: 27, Remaining: 12
Safe_volume: 16.9678% |█████                         | Time: 00:00 s, Done: 28, Remaining: 13
Safe_volume: 16.9800% |█████                         | Time: 00:00 s, Done: 29, Remaining: 12
Safe_volume: 16.9800% |█████                         | Time: 00:00 s, Done: 30, Remaining: 13
Safe_volume: 17.0776% |█████                         | Time: 00:00 s, Done: 31, Remaining: 12
Safe_volume: 17.0776% |█████                         | Time: 00:00 s, Done: 32, Remaining: 13
Safe_volume: 17.1265% |█████▏                        | Time: 00:01 s, Done: 33, Remaining: 12
Safe_volume: 17.1265% |█████▏                        | Time: 00:01 s, Done: 34, Remaining: 13
Safe_volume: 17.1265% |█████▏                        | Time: 00:01 s, Done: 35, Remaining: 14
Safe_volume: 17.1509% |█████▏                        | Time: 00:01 s, Done: 36, Remaining: 13
Safe_volume: 17.1509% |█████▏                        | Time: 00:01 s, Done: 37, Remaining: 14
Safe_volume: 17.1509% |█████▏                        | Time: 00:01 s, Done: 38, Remaining: 15
Safe_volume: 17.1509% |█████▏                        | Time: 00:01 s, Done: 39, Remaining: 16
Safe_volume: 17.1631% |█████▏                        | Time: 00:01 s, Done: 40, Remaining: 15
Safe_volume: 17.1631% |█████▏                        | Time: 00:01 s, Done: 41, Remaining: 16
Safe_volume: 17.1631% |█████▏                        | Time: 00:01 s, Done: 42, Remaining: 17
Safe_volume: 17.1631% |█████▏                        | Time: 00:01 s, Done: 43, Remaining: 18
Safe_volume: 17.1631% |█████▏                        | Time: 00:01 s, Done: 44, Remaining: 19
Safe_volume: 17.1631% |█████▏                        | Time: 00:01 s, Done: 45, Remaining: 20
Safe_volume: 17.9443% |█████▍                        | Time: 00:01 s, Done: 46, Remaining: 19
Safe_volume: 17.9443% |█████▍                        | Time: 00:01 s, Done: 47, Remaining: 20
Safe_volume: 17.9443% |█████▍                        | Time: 00:01 s, Done: 48, Remaining: 21
Safe_volume: 17.9474% |█████▍                        | Time: 00:01 s, Done: 49, Remaining: 20
Safe_volume: 17.9474% |█████▍                        | Time: 00:01 s, Done: 50, Remaining: 21
Safe_volume: 17.9474% |█████▍                        | Time: 00:01 s, Done: 51, Remaining: 22
Safe_volume: 17.9474% |█████▍                        | Time: 00:01 s, Done: 52, Remaining: 23
Safe_volume: 17.9474% |█████▍                        | Time: 00:01 s, Done: 53, Remaining: 24
Safe_volume: 17.9474% |█████▍                        | Time: 00:01 s, Done: 54, Remaining: 25
Safe_volume: 17.9474% |█████▍                        | Time: 00:01 s, Done: 55, Remaining: 26
Safe_volume: 17.9474% |█████▍                        | Time: 00:01 s, Done: 56, Remaining: 27
